Date,Sentiment_Score
2020-06-02,0.5648251556170484
2020-06-03,0.4896455961279571
2020-06-04,0.5311134482423464
2020-06-05,0.4420028836466372
2020-06-08,0.5519220536419501
2020-06-09,0.4723972496576607
2020-06-10,0.7077876278199255
2020-06-11,0.5243498484293619
2020-06-12,0.5806306883847961
2020-06-15,0.629430687908704
2020-06-16,0.5672776584979147
2020-06-17,0.5076896171473587
2020-06-18,0.5246702507914355
2020-06-19,0.54547412507236
2020-06-22,0.541809955999876
2020-06-23,0.4838754323621591
2020-06-24,0.5923486216148982
2020-06-25,0.5455620128195733
2020-06-26,0.5090403775684536
2020-06-29,0.4711195705458522
2020-06-30,0.844579307284827
2020-07-01,0.5240518264472485
2020-07-02,0.4118345245563735
2020-07-06,0.5436481783787409
2020-07-07,0.5875224120294055
2020-07-08,0.4277351056225598
2020-07-09,0.577167347073555
2020-07-10,0.5012415428645909
2020-07-13,0.5668302150443196
2020-07-14,0.5266694109886885
2020-07-15,0.5108865605046352
2020-07-16,0.4804212357848882
2020-07-17,0.3092223957646638
2020-07-20,0.5313420128077269
2020-07-21,0.4991518737903486
2020-07-22,0.4501867091748863
2020-07-23,0.4484203630903114
2020-07-24,0.2974883616746713
2020-07-27,0.4829014136145512
2020-07-28,0.5762735763564706
2020-07-29,0.7212153080229958
2020-07-30,0.5102638410559545
2020-07-31,0.580376681794102
2020-08-03,0.4483066891164829
2020-08-04,0.7043122421018779
2020-08-05,0.318882479177167
2020-08-06,0.5106376567855477
2020-08-07,0.657522602705285
2020-08-10,0.5016210122654835
2020-08-11,0.5407214214404424
2020-08-12,0.5050080209039152
2020-08-13,0.4714747513644397
2020-08-14,0.4560904757430156
2020-08-17,0.5295777912251651
2020-08-18,0.4405801280712088
2020-08-19,0.5660397815906132
2020-08-20,0.4557711931411177
2020-08-21,0.4760833602243413
2020-08-24,0.6555178947746754
2020-08-25,0.5451921403873712
2020-08-26,0.6765628404294451
2020-08-27,0.5523271368971715
2020-08-28,0.4835386710862319
2020-08-31,0.364984445196266
2020-09-01,0.459935293920959
2020-09-02,0.5779360787322124
2020-09-03,0.6255508913503339
2020-09-04,0.5596517234419783
2020-09-08,0.5080448198132217
2020-09-09,0.5382458342549702
2020-09-10,0.5460131440777332
2020-09-11,0.4916415725213786
2020-09-14,0.4443465437119205
2020-09-15,0.7250744170354059
2020-09-16,0.4495957125133524
2020-09-17,0.51428981932501
2020-09-18,0.7391030425981929
2020-09-21,0.5585721239913255
2020-09-22,0.5726735764183104
2020-09-23,0.4533305879837523
2020-09-24,0.4417275084027399
2020-09-25,0.4867647782278557
2020-09-28,0.5062838562298566
2020-09-29,0.5100489494701227
2020-09-30,0.5046508493833244
2020-10-01,0.499116079416126
2020-10-02,0.5168441647353271
2020-10-05,0.6486574496763448
2020-10-06,0.5512950719955066
2020-10-07,0.5064434437081218
2020-10-08,0.5182667844928801
2020-10-09,0.4907026806225379
2020-10-12,0.5334045770578086
2020-10-13,0.528179834674423
2020-10-14,0.511067597893998
2020-10-15,0.5729078222066164
2020-10-16,0.5266958510813614
2020-10-19,0.5668893915135413
2020-10-20,0.5648402091270933
2020-10-21,0.6112684300945451
2020-10-22,0.6470159599557519
2020-10-23,0.5523018976673484
2020-10-26,0.4518225086697687
2020-10-27,0.6183483137283474
2020-10-28,0.5534323588944972
2020-10-29,0.5274242240314683
2020-10-30,0.4140475735378762
2020-11-02,0.4382787431435038
2020-11-03,0.4451960539445281
2020-11-04,0.5096933931733171
2020-11-05,0.6562767379606763
2020-11-06,0.7010087982440988
2020-11-09,0.6267513279647877
2020-11-10,0.4500853335484862
2020-11-11,0.448119284119457
2020-11-12,0.6058789532010754
2020-11-13,0.5033065535438558
2020-11-16,0.511831472084547
2020-11-17,0.4962325024728973
2020-11-18,0.5775690969700614
